fullName,description,latitude,longitude,activities,states,name,designation
Joshua Tree National Park,"Two distinct desert ecosystems, the Mojave and the Colorado, come together in Joshua Tree National Park. A fascinating variety of plants and animals make their homes in a land sculpted by strong winds and occasional torrents of rain. Dark night skies, a rich cultural history, and surreal geologic features add to the wonder of this vast wilderness in southern California. Come explore for yourself.",33.91418525,-115.8398125,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Climbing', 'Rock Climbing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",CA,Joshua Tree,National Park
Juan Bautista de Anza National Historic Trail,"""¡Vayan Subiendo!""(""Everyone mount up!"") was the rousing call from Juan Bautista de Anza. In 1775-76, he led some 240 men, women, and children on an epic journey to establish the first non-Native settlement at San Francisco Bay. Today, the 1,200-mile Juan Bautista de Anza National Historic Trail connects history, culture, and outdoor recreation from Nogales, Arizona, to the San Francisco Bay Area.",33.8743391,-117.2241799,"['Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Reenactments', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","AZ,CA",Juan Bautista de Anza,National Historic Trail
Kalaupapa National Historical Park,"When Hansen's disease (leprosy) was introduced to the Hawaiian Islands, King Kamehameha V banished all afflicted to the isolated Kalaupapa peninsula on the north shore of Molokai. Since 1866, more than 8000 people, mostly Hawaiians, have died at Kalaupapa. Once a prison, Kalaupapa is now refuge for the few remaining residents who are now cured, but were forced to live their lives in isolation.",21.1731108,-156.9511609,"['Guided Tours', 'Living History', 'Museum Exhibits']",HI,Kalaupapa,National Historical Park
Kaloko-Honokōhau National Historical Park,"To survive in a hot and arid environment the native Hawaiians (kanaka maoli) used ancient fishing skills, including the building of fishponds, and the knowledge of the location of precious fresh water (wai) that flows into the many brackish pools throughout the park. The spirit of the people (poe) and the knowledge of the elders (kupuna) created a tradition of respect and reverence for this area.",19.68083237,-156.0306932,"['Arts and Culture', 'Biking', 'Fishing', 'Saltwater Fishing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",HI,Kaloko-Honokōhau,National Historical Park
Katahdin Woods and Waters National Monument,"Spread across a wild landscape offering spectacular views of Mount Katahdin, Katahdin Woods and Waters invites discovery of its rivers, streams, woods, flora, fauna, geology, and the night skies that have attracted humans for millennia.",45.95675659,-68.7122879,"['Biking', 'Fishing', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching']",ME,Katahdin Woods and Waters,National Monument
Katmai National Park & Preserve,"A landscape is alive underneath our feet, filled with creatures that remind us what it is to be wild. Katmai was established in 1918 to protect the volcanically devastated region surrounding Novarupta and the Valley of Ten Thousand Smokes. Today, Katmai National Park and Preserve also protects 9,000 years of human history and important habitat for salmon and thousands of brown bears.",58.62235668,-155.0126574,"['Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",AK,Katmai,National Park & Preserve
Kenai Fjords National Park,"At the edge of the Kenai Peninsula lies a land where the ice age lingers. Nearly 40 glaciers flow from the Harding Icefield, Kenai Fjords' crowning feature. Wildlife thrives in icy waters and lush forests around this vast expanse of ice. Sugpiaq people relied on these resources to nurture a life entwined with the sea. Today, shrinking glaciers bear witness to the effects of our changing climate.",59.81804414,-150.106502,"['Astronomy', 'Stargazing', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Climbing', 'Mountain Climbing', 'Ice Climbing', 'Dog Sledding', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Flying', 'Helicopter Flying', 'Fixed Wing Flying', 'Guided Tours', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Paddling', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",AK,Kenai Fjords,National Park
Kenilworth Park & Aquatic Gardens,"Deep within Kenilworth lies an oasis, hidden behind trees and cattails. It's a place where beavers build their homes and turtles sleep on logs. Lotus's rise from the muck and lilies sit on the water. The wind dances with the dragonflies, rustling through the trees, carrying the song of the birds until it brushes across your face, fading to a whisper, saying ""come join.""",38.9128,-76.9434,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",DC,Kenilworth Park & Aquatic Gardens,
Kennesaw Mountain National Battlefield Park,"Kennesaw Mountain National Battlefield Park is a 2,965 acre National Battlefield that preserves a Civil War battleground of the Atlanta Campaign. Opposing forces maneuvered and fought here from June 19, 1864 until July 2, 1864. Although most famous as a Civil War battlefield, Kennesaw Mountain has a much richer story.",33.95370717,-84.59214186,"['Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Junior Ranger Program', 'Museum Exhibits']",GA,Kennesaw Mountain,National Battlefield Park
Keweenaw National Historical Park,"From 7,000 years ago to the 1900s people mined Keweenaw copper. Native peoples made copper into tools and trade items. Investors and immigrants arrived in the 1800s in a great mineral rush, developing thriving industries and cosmopolitan communities. Though the mines have since closed, their mark is still visible on the land and people.",47.1792308,-88.52275344,"['Biking', 'Mountain Biking', 'Road Biking', 'Compass and GPS', 'Geocaching', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",MI,Keweenaw,National Historical Park
Kings Mountain National Military Park,"Thomas Jefferson called it ""The turn of the tide of success."" The battle of Kings Mountain, fought October 7th, 1780, was an important American victory during the Revolutionary War. The battle was the first major patriot victory to occur after the British invasion of Charleston, SC in May 1780. The park preserves the site of this important battle.",35.13900723,-81.38978712,"['Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'Junior Ranger Program', 'Park Film']",SC,Kings Mountain,National Military Park
Klondike Gold Rush - Seattle Unit National Historical Park,"Seattle flourished during and after the Klondike Gold Rush. Merchants supplied people from around the world passing through this port city on their way to a remarkable adventure in Alaska. Today, the park is your gateway to learn about the Klondike Gold Rush, explore the area's public lands, and engage with the local community.",47.5993663,-122.3319664,"['Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'Park Film', 'Museum Exhibits']",WA,Klondike Gold Rush - Seattle Unit,National Historical Park
Klondike Gold Rush National Historical Park,"Headlines screamed ""Gold!"" The dream of a better life catapulted thousands of people to Alaska and the Yukon Territory. Their journey shaped them, and changed the people they encountered and the north forever. Today, the park remembers the trails, boomtowns, and stories of the Klondike Gold Rush.",59.61042373,-135.2618535,"['Arts and Culture', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Mountain Climbing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Playground', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",AK,Klondike Gold Rush,National Historical Park
Knife River Indian Villages National Historic Site,"Earthlodge people hunted bison and other game, but were in essence farmers living in villages along the Missouri and its tributaries. The site was a major Native American trade center for hundreds of years prior to becoming an important market place for fur traders after 1750.",47.3540219,-101.3860533,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",ND,Knife River Indian Villages,National Historic Site
Kobuk Valley National Park,"Caribou, sand dunes, the Kobuk River, Onion Portage - just some of the facets of Kobuk Valley National Park. Half a million caribou migrate through, their tracks crisscrossing sculpted dunes. The Kobuk River is an ancient and current path for people and wildlife. For 9000 years, people came to Onion Portage to harvest caribou as they swam the river. Even today, that rich tradition continues.",67.35631336,-159.2002293,"['Boating', 'Camping', 'Backcountry Camping', 'Fishing', 'Freshwater Fishing', 'Flying', 'Fixed Wing Flying', 'Hands-On', 'Arts and Crafts', 'Hiking', 'Backcountry Hiking', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Wildlife Watching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",AK,Kobuk Valley,National Park
Korean War Veterans Memorial,Our nation honors her sons and daughters who answered the call to defend a country they never knew and a people they never met.,38.88784226,-77.04773857,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",DC,Korean War Veterans Memorial,
LBJ Memorial Grove on the Potomac,"From this distance the seat of national power appears pristine across the river, so President Johnson came here often when he needed to escape from the stresses of building a Great Society. After he died, his wife chose this place for his memorial. A landscape of serpentine paths, white pines, a granite monolith, and an open meadow honors his legacy of social justice and conservation legislation.",38.87858036,-77.05145832,"['Biking', 'Road Biking', 'Hiking', 'Off-Trail Permitted Hiking', 'Paddling', 'Canoeing', 'Kayaking', 'Wildlife Watching', 'Birdwatching']",DC,LBJ Memorial Grove on the Potomac,
Lake Clark National Park & Preserve,"Lake Clark National Park and Preserve is a land of stunning beauty. Volcanoes steam, salmon run, bears forage, and craggy mountains reflect in shimmering turquoise lakes. Here, too, local people and culture still depend on the land and water. Venture into the park to become part of the wilderness.",60.57405857,-153.55535,"['Astronomy', 'Stargazing', 'Biking', 'Boating', 'Motorized Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Climbing', 'Mountain Climbing', 'Compass and GPS', 'Orienteering', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Flying', 'Fixed Wing Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",AK,Lake Clark,National Park & Preserve
Lake Mead National Recreation Area,"Swim, boat, hike, cycle, camp and fish at America’s first and largest national recreation area. With striking landscapes and brilliant blue waters, this year-round playground spreads across 1.5 million acres of mountains, canyons, valleys and two vast lakes. See the Hoover Dam from the waters of Lake Mead or Lake Mohave, or find solitude in one of the park's nine wilderness areas.",35.96622528,-114.3469067,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Jet Skiing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","AZ,NV",Lake Mead,National Recreation Area
Lake Meredith National Recreation Area,"Within the dry, windswept plains of the Texas Panhandle lies a hidden oasis, a welcoming haven where wildlife and people find relief from the dry grasslands above. Through this plain, the Canadian River has cut dramatic 200-foot canyons, or breaks, where humans lived 13,000 years ago. Lake Meredith occupies these hidden coves and is a haven for migratory birds and other wildlife.",35.61926203,-101.6820066,"['Auto and ATV', 'ATV Off-Roading', 'Biking', 'Mountain Biking', 'Boating', 'Camping', 'Fishing', 'Food', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",TX,Lake Meredith,National Recreation Area
Lake Roosevelt National Recreation Area,"The ancient geologic landscape of the upper Columbia River cradles Lake Roosevelt in walls of stone carved by massive ice age floods. Come explore the shorelines and learn the stories of American Indians, traders and trappers, settlers and dam builders who called this place home. Swim, boat, hike, camp, and fish at this hidden gem in Northeast Washington, created by the Grand Coulee Dam.",48.17148735,-118.3513713,"['Boating', 'Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Swimming', 'Park Film', 'Museum Exhibits']",WA,Lake Roosevelt,National Recreation Area
Lassen Volcanic National Park,"Lassen Volcanic National Park is home to steaming fumaroles, meadows freckled with wildflowers, clear mountain lakes, and numerous volcanoes. Jagged peaks tell the story of its eruptive past while hot water continues to shape the land.",40.49354575,-121.4075993,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",CA,Lassen Volcanic,National Park
Lava Beds National Monument,"Lava Beds National Monument is a land of turmoil, both geological and historical. Over the last half-million years, volcanic eruptions on the Medicine Lake shield volcano have created a rugged landscape dotted with diverse volcanic features. More than 800 caves, Native American rock art sites, historic battlefields and campsites, and a high desert wilderness experience await you!",41.75915823,-121.5172189,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Skiing', 'Cross-Country Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",CA,Lava Beds,National Monument
Lewis & Clark National Historic Trail,"The Lewis and Clark National Historic Trail is approximately 4,900 miles long, extending from Pittsburgh, Pennsylvania, to the mouth of the Columbia River, near present day Astoria, Oregon. It follows the historic outbound and inbound routes of the Lewis and Clark Expedition as well as the preparatory section from Pittsburgh, Pennsylvania to Wood River, Illinois.",41.26461411,-95.92451477,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Boating', 'Fishing', 'Guided Tours', 'Hiking', 'Living History', 'Junior Ranger Program', 'Snowshoeing', 'Wildlife Watching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",Lewis & Clark,National Historic Trail
Lewis and Clark National Historical Park,Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,46.21178735,-123.9638583,"['Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Living History', 'Historic Weapons Demonstration', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","OR,WA",Lewis and Clark,National Historical Park
Lincoln Boyhood National Memorial,Abraham Lincoln grew from youth to manhood on this southern Indiana soil. Many character and moral traits of one of the world's most respected leaders was formed and nurtured here. Explore Lincoln's boyhood and learn about the boy who would one day become the leader of our nation.,38.11817004,-86.99656861,"['Arts and Culture', 'Cultural Demonstrations', 'Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",IN,Lincoln Boyhood,National Memorial
Lincoln Home National Historic Site,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.",39.79715642,-89.64513397,"['Arts and Culture', 'Cultural Demonstrations', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Arts and Crafts', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",IL,Lincoln Home,National Historic Site
Lincoln Memorial,"""In this temple, as in the hearts of the people for whom he saved the Union, the memory of Abraham Lincoln is enshrined forever."" Beneath these words, the 16th president of the United States sits immortalized in marble as an enduring symbol of unity, strength, and wisdom.",38.88927229,-77.05017778,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",DC,Lincoln Memorial,
Little Bighorn Battlefield National Monument,"This area memorializes the US Army's 7th Cavalry and the Lakotas and Cheyennes in one of the Indian's last armed efforts to preserve their way of life. Here on June 25 and 26 of 1876, 263 soldiers, including Lt. Col. George A. Custer and attached personnel of the US Army, died fighting several thousand Lakota and Cheyenne warriors.",45.55633048,-107.4183614,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",MT,Little Bighorn Battlefield,National Monument
Little River Canyon National Preserve,"Little River is unique because it flows for most of its length atop Lookout Mountain in northeast Alabama. Forested uplands, waterfalls, canyon rims and bluffs, pools, boulders, and sandstone cliffs offer settings for a variety of recreational activities. Natural resources and cultural heritage come together to tell the story of the Preserve, a special place in the Southern Appalachians.",34.41461863,-85.61734327,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Mountain Biking', 'Road Biking', 'Climbing', 'Rock Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Gift Shop and Souvenirs']",AL,Little River Canyon,National Preserve
Little Rock Central High School National Historic Site,"In 1957, Little Rock Central High School was the epicenter of confrontation and a catalyst for change as the fundamental test for the United States to enforce African American civil rights following Brown v. Board of Education. Learn how the sacrifice and struggle endured by the Little Rock Nine have provided opportunities and opened doors for those seeking equality and education around the world.",34.7369465,-92.29987899,"['Arts and Culture', 'Live Music', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",AR,Little Rock Central High School,National Historic Site
Longfellow House Washington's Headquarters National Historic Site,"Longfellow House-Washington's Headquarters National Historic Site preserves the home of Henry W. Longfellow, one of the world’s foremost 19th century poets. The house also served as headquarters for General George Washington during the Siege of Boston, July 1775 - April 1776. In addition to its rich history, the site offers unique opportunities to explore 19th century literature and arts.",42.37698854,-71.12636956,"['Arts and Culture', 'Live Music', 'Guided Tours', 'Hands-On', 'Arts and Crafts', 'Junior Ranger Program', 'Museum Exhibits']",MA,Longfellow House Washington's Headquarters,National Historic Site
Lowell National Historical Park,"Discover the Continuing Revolution. Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living monument to the dynamic human story of the Industrial Revolution.",42.6455371,-71.31588673,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Boating', 'Boat Tour', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hands-On', 'Arts and Crafts', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",MA,Lowell,National Historical Park
Lower Delaware National Wild and Scenic River,"The largest free-flowing river in the eastern United States, the Delaware River runs past forests, farmlands, and villages, and it also links some of the most densely populated regions in America. In 2000, the National Wild and Scenic River System incorporated key segments of the lower Delaware River to form this unit of the National Park System.",40.4000389,-74.983737,"['Auto and ATV', 'Scenic Driving', 'Boating', 'Camping', 'Fishing', 'Food', 'Picnicking', 'Hiking', 'Paddling', 'Junior Ranger Program']","PA,NJ",Lower Delaware,National Wild and Scenic River
Lower East Side Tenement Museum National Historic Site,"The heart of the museum is a historic tenement, home to an estimated 7,000 people from over 20 nations between 1863 and 1935. The tenement’s cramped living spaces, the lives of past residents and the history of the Lower East Side, contribute to its representation of the immigrant experience. Throughout the year, programs such as walking tours and readings are offered.",40.7187683,-73.99001245,[],NY,Lower East Side Tenement Museum,National Historic Site
Lyndon B Johnson National Historical Park,"---Lyndon Baines Johnson Lyndon B. Johnson National Historical Park tells the story of our 36th President beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.",30.2519655,-98.60692433,"['Guided Tours', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",TX,Lyndon B Johnson,National Historical Park
Maggie L Walker National Historic Site,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.",37.54781499,-77.43746979,"['Guided Tours', 'Self-Guided Tours - Walking', 'Shopping', 'Bookstore and Park Store']",VA,Maggie L Walker,National Historic Site
Maine Acadian Culture,"Maine Acadians share beliefs and experiences tying them to a common religion, languages, and history. The St. John River, land, and family are essential to their culture. The National Park Service supports the Maine Acadian Heritage Council, an association of historical societies, cultural clubs, towns, and museums that work together to support Maine Acadian culture in the St. John Valley.",47.25102114,-68.59447532,"['Arts and Culture', 'Fishing', 'Food', 'Museum Exhibits']",ME,Maine Acadian Culture,
Mammoth Cave National Park,"Rolling hills, deep river valleys, and the worlds longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Reserve.",37.19760458,-86.13090198,"['Astronomy', 'Stargazing', 'Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Caving', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Hands-On', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Shopping', 'Bookstore and Park Store']",KY,Mammoth Cave,National Park
Manassas National Battlefield Park,"On July 21, 1861, two armies clashed for the first time on the fields overlooking Bull Run. Heavy fighting swept away any notion of a quick war. In August 1862, Union and Confederate armies converged for a second time on the plains of Manassas. The Confederates won a solid victory bringing them to the height of their power.",38.81710063,-77.5353468,"['Fishing', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",VA,Manassas,National Battlefield Park
Manhattan Project National Historical Park,"This site tells the story about the people, events, science, and engineering that led to the creation of the atomic bomb, which helped end World War II.",35.88096,-106.30214,"['Guided Tours', 'Junior Ranger Program', 'Museum Exhibits']","NM,WA,TN",Manhattan Project,National Historical Park
Manzanar National Historic Site,"In 1942, the United States government ordered more than 110,000 men, women, and children to leave their homes and detained them in remote, military-style camps. Manzanar War Relocation Center was one of ten camps where the US government incarcerated Japanese immigrants ineligible for citizenship and Japanese American citizens during World War II.",36.72559195,-118.1547177,"['Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",CA,Manzanar,National Historic Site
